name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
hyderabad,2023-02-19,30.9,18.0,25.0,29.6,18.0,24.7,14.6,55.9,0.0,0.0,0.0,0,0,0,17.6,14.8,111.3,1015.7,4.8,5.8,279.6,24.2,9,10.0,2023-02-19 06:40:59,2023-02-19 18:19:17,0.96,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-20,32.0,17.0,25.2,30.6,17.0,24.7,13.9,55.5,0.0,0.0,0.0,0,0,0,18.0,9.4,114.5,1015.6,2.3,5.8,281.8,24.6,10,10.0,2023-02-20 06:40:25,2023-02-20 18:19:39,0.0,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-21,34.4,16.0,25.7,31.9,16.0,24.8,10.3,47.4,0.0,0.0,0.0,0,0,0,19.1,16.0,29.2,1015.7,0.1,5.8,285.9,24.8,10,10.0,2023-02-21 06:39:51,2023-02-21 18:20:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-22,35.1,17.0,26.2,32.6,17.0,25.4,9.9,41.4,0.0,0.0,0.0,0,0,0,22.7,13.4,111.8,1015.0,2.7,5.7,286.4,24.9,10,10.0,2023-02-22 06:39:16,2023-02-22 18:20:21,0.06,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-23,33.7,19.2,26.7,31.6,19.2,26.0,10.3,38.5,0.0,0.0,0.0,0,0,0,22.7,14.4,106.7,1015.0,0.2,6.0,286.9,24.9,10,10.0,2023-02-23 06:38:40,2023-02-23 18:20:41,0.1,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-24,33.8,19.9,26.7,31.8,19.9,25.9,10.7,41.7,0.0,0.0,0.0,0,0,0,19.1,18.2,104.7,1016.0,2.3,5.8,289.5,25.0,10,10.0,2023-02-24 06:38:03,2023-02-24 18:21:01,0.13,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-25,34.3,16.0,26.1,31.8,16.0,25.1,7.0,35.9,0.0,0.0,0.0,0,0,0,17.3,15.1,73.6,1017.5,0.1,5.8,292.3,25.1,10,10.0,2023-02-25 06:37:25,2023-02-25 18:21:20,0.16,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-26,33.1,14.5,25.5,30.9,14.5,24.7,8.5,38.5,0.0,0.0,0.0,0,0,0,28.1,15.5,109.9,1018.4,0.1,6.1,290.2,25.0,10,10.0,2023-02-26 06:36:47,2023-02-26 18:21:39,0.2,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-27,33.0,19.0,26.3,30.7,19.0,25.5,8.3,35.0,0.0,0.0,0.0,0,0,0,27.4,15.3,120.5,1018.5,0.1,6.2,289.6,25.0,10,10.0,2023-02-27 06:36:08,2023-02-27 18:21:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-02-28,32.1,19.0,26.1,30.0,19.0,25.4,9.7,39.1,0.0,0.0,0.0,0,0,0,30.6,16.8,115.7,1018.5,2.4,6.0,290.0,25.0,10,10.0,2023-02-28 06:35:29,2023-02-28 18:22:16,0.26,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,2023-03-01,31.9,19.5,25.7,30.1,19.5,25.0,9.8,39.7,0.0,0.0,0.0,0,0,0,32.4,18.4,112.5,1019.3,0.1,6.2,290.8,25.2,10,10.0,2023-03-01 06:34:49,2023-03-01 18:22:33,0.29,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-02,32.0,19.0,25.7,30.1,19.0,24.9,9.2,39.7,0.0,0.0,0.0,0,0,0,19.8,16.7,115.9,1019.7,0.0,6.2,293.5,25.3,10,10.0,2023-03-02 06:34:08,2023-03-02 18:22:50,0.33,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-03,32.9,19.0,26.4,31.1,19.0,25.6,9.3,36.2,0.0,0.0,0.0,0,0,0,20.9,16.7,115.2,1020.1,5.9,6.2,292.8,25.3,10,10.0,2023-03-03 06:33:27,2023-03-03 18:23:07,0.36,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-04,33.3,19.0,26.4,31.3,19.0,25.6,8.2,34.8,0.0,0.0,0.0,0,0,0,20.5,14.9,120.3,1019.8,8.5,6.3,293.3,25.2,10,10.0,2023-03-04 06:32:45,2023-03-04 18:23:23,0.39,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-05,33.8,20.5,26.8,31.7,20.5,25.9,8.8,35.2,0.0,0.0,0.0,0,0,0,20.9,14.8,124.0,1019.2,3.5,6.2,295.9,25.5,10,10.0,2023-03-05 06:32:02,2023-03-05 18:23:39,0.43,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-06,33.7,19.0,26.6,31.5,19.0,25.9,10.0,38.1,0.0,0.0,0.0,0,0,0,25.9,13.1,111.8,1017.3,6.0,6.5,296.3,25.5,10,10.0,2023-03-06 06:31:20,2023-03-06 18:23:55,0.46,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-07,29.4,19.5,24.5,28.4,19.5,24.3,11.4,44.7,0.0,0.0,0.0,0,0,0,24.1,25.2,356.5,1018.2,5.8,6.0,295.0,25.4,10,10.0,2023-03-07 06:30:36,2023-03-07 18:24:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-08,32.5,19.0,25.9,30.5,19.0,25.2,9.5,38.1,0.0,0.0,0.0,0,0,0,26.3,16.7,86.5,1017.5,9.0,6.2,295.7,25.6,10,10.0,2023-03-08 06:29:52,2023-03-08 18:24:25,0.53,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-09,31.9,20.0,26.0,30.2,20.0,25.3,10.6,40.9,0.0,0.0,0.0,0,0,0,24.8,18.2,105.8,1016.5,17.6,6.2,296.6,25.6,10,10.0,2023-03-09 06:29:08,2023-03-09 18:24:40,0.56,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-10,32.9,18.0,26.0,31.1,18.0,25.3,11.1,43.8,0.0,0.0,0.0,0,0,0,24.1,15.1,108.2,1015.9,21.0,6.4,299.7,25.9,10,10.0,2023-03-10 06:28:23,2023-03-10 18:24:54,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-11,31.3,18.5,26.0,30.5,18.5,25.7,14.1,50.0,0.0,0.0,0.0,0,0,0,33.1,15.1,107.6,1016.0,2.5,6.1,299.7,25.9,10,10.0,2023-03-11 06:27:38,2023-03-11 18:25:08,0.63,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-12,33.0,21.0,26.8,31.2,21.0,26.2,13.0,47.4,0.0,0.0,0.0,0,0,0,29.9,16.8,107.7,1015.7,10.7,5.8,304.7,26.3,10,10.0,2023-03-12 06:26:53,2023-03-12 18:25:21,0.67,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,2023-03-13,33.8,19.0,26.4,31.4,19.0,25.6,9.6,40.5,0.0,0.0,0.0,0,0,0,18.0,16.1,111.6,1014.8,28.4,6.1,304.9,26.3,10,10.0,2023-03-13 06:26:07,2023-03-13 18:25:35,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-14,33.8,20.0,26.8,31.5,20.0,25.9,6.6,31.2,0.0,0.0,0.0,0,0,0,27.0,18.4,102.9,1012.6,19.2,6.6,310.0,26.8,10,10.0,2023-03-14 06:25:21,2023-03-14 18:25:48,0.74,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-15,33.0,19.0,26.1,31.5,19.0,25.6,11.3,40.9,0.0,0.0,0.0,0,0,0,23.8,14.8,106.7,1011.8,24.1,6.3,263.5,22.8,10,10.0,2023-03-15 06:24:35,2023-03-15 18:26:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-16,29.0,19.5,23.2,29.4,19.5,23.3,18.0,74.8,13.0,100.0,12.5,rain,0,0,29.5,17.6,93.0,1013.3,74.1,4.1,238.4,20.6,10,30.0,2023-03-16 06:23:48,2023-03-16 18:26:14,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-17,25.4,19.0,22.2,25.4,19.0,22.2,19.0,83.1,19.2,100.0,16.67,rain,0,0,37.1,18.5,98.9,1014.3,89.7,4.3,224.4,19.5,9,30.0,2023-03-17 06:23:01,2023-03-17 18:26:27,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-18,29.4,19.7,23.1,30.8,19.7,23.4,18.9,79.0,12.0,100.0,4.17,rain,0,0,37.4,12.1,126.6,1012.2,76.7,4.5,229.7,19.8,9,30.0,2023-03-18 06:22:14,2023-03-18 18:26:39,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,2023-03-19,28.1,19.0,23.3,29.0,19.0,23.5,17.3,70.5,7.0,100.0,4.17,rain,0,0,27.4,14.8,84.3,1010.8,66.3,4.8,263.4,22.8,10,30.0,2023-03-19 06:21:27,2023-03-19 18:26:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-20,31.2,20.5,25.3,30.1,20.5,25.0,14.4,56.0,0.9,100.0,12.5,rain,0,0,31.0,12.6,172.5,1009.9,46.6,5.2,309.0,26.7,10,30.0,2023-03-20 06:20:40,2023-03-20 18:27:03,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-21,30.9,19.0,25.1,29.5,19.0,24.7,12.8,49.3,0.0,0.0,0.0,0,0,0,21.2,17.6,230.1,1010.6,34.9,5.7,307.6,26.7,10,10.0,2023-03-21 06:19:52,2023-03-21 18:27:15,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-22,33.1,20.0,26.8,31.4,20.0,26.1,13.0,46.7,0.0,0.0,0.0,0,0,0,19.8,13.6,210.0,1010.8,30.8,5.9,302.7,26.3,10,10.0,2023-03-22 06:19:05,2023-03-22 18:27:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-23,33.1,20.0,27.3,31.4,20.0,26.9,14.5,49.6,0.0,0.0,0.0,0,0,0,18.4,16.2,309.5,1010.9,33.9,5.8,298.9,26.0,10,10.0,2023-03-23 06:18:17,2023-03-23 18:27:39,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-24,33.8,21.0,27.8,33.2,21.0,28.4,18.3,59.1,0.0,0.0,0.0,0,0,0,29.9,14.8,111.3,1011.4,45.1,5.6,247.6,21.5,10,10.0,2023-03-24 06:17:29,2023-03-24 18:27:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-25,33.0,22.5,27.7,34.6,22.5,28.6,19.8,63.9,0.3,100.0,4.17,rain,0,0,37.1,16.8,117.7,1012.4,50.9,5.2,220.9,19.1,10,10.0,2023-03-25 06:16:42,2023-03-25 18:28:02,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-26,33.1,21.0,27.4,33.5,21.0,28.0,18.8,62.0,1.0,100.0,4.17,rain,0,0,27.0,13.5,130.3,1011.7,42.0,5.6,285.7,24.6,10,30.0,2023-03-26 06:15:54,2023-03-26 18:28:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-27,35.0,22.0,28.6,33.4,22.0,28.2,15.3,49.9,0.1,100.0,4.17,rain,0,0,29.5,11.9,299.6,1011.2,26.3,5.8,317.9,27.3,10,10.0,2023-03-27 06:15:06,2023-03-27 18:28:25,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-28,35.8,22.5,29.1,34.9,22.5,29.7,18.0,56.5,0.0,0.0,0.0,0,0,0,33.8,18.5,137.5,1011.0,34.6,5.6,317.8,27.4,10,30.0,2023-03-28 06:14:18,2023-03-28 18:28:37,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-29,35.9,22.0,29.2,36.1,22.0,29.7,18.5,57.9,0.0,0.0,0.0,0,0,0,32.0,17.6,140.2,1011.9,35.9,5.4,312.8,27.1,10,30.0,2023-03-29 06:13:31,2023-03-29 18:28:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-30,36.9,23.0,29.8,34.9,23.0,29.4,15.2,47.6,0.0,0.0,0.0,0,0,0,28.8,14.8,174.4,1010.8,31.9,6.1,319.0,27.5,10,10.0,2023-03-30 06:12:43,2023-03-30 18:28:59,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-03-31,34.5,22.0,28.8,33.2,22.0,28.4,15.4,48.0,0.0,0.0,0.0,0,0,0,29.9,18.5,257.2,1010.3,29.5,6.4,316.5,27.5,10,10.0,2023-03-31 06:11:56,2023-03-31 18:29:11,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-01,33.6,22.0,28.4,33.1,22.0,28.3,16.1,50.4,0.0,0.0,0.0,0,0,0,23.8,19.4,330.4,1010.9,35.2,5.8,319.8,27.6,10,10.0,2023-04-01 06:11:09,2023-04-01 18:29:22,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-02,34.1,21.0,28.7,32.8,21.0,28.8,17.0,53.6,0.0,0.0,0.0,0,0,0,29.9,15.7,86.5,1010.7,45.4,5.8,317.5,27.5,10,30.0,2023-04-02 06:10:22,2023-04-02 18:29:34,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-03,35.8,23.0,29.4,34.9,23.0,29.7,17.9,54.1,0.1,100.0,4.17,rain,0,0,28.8,16.6,130.7,1010.4,38.0,5.8,318.6,27.5,10,30.0,2023-04-03 06:09:35,2023-04-03 18:29:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-04,36.3,23.0,29.5,35.1,23.0,29.5,16.3,49.8,0.0,0.0,0.0,0,0,0,37.1,16.6,140.7,1011.3,33.6,6.1,306.5,26.4,10,10.0,2023-04-04 06:08:48,2023-04-04 18:29:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-05,35.1,23.0,28.8,35.1,23.0,29.1,18.4,56.9,0.6,100.0,4.17,rain,0,0,22.3,16.6,121.8,1011.4,48.5,5.5,313.8,27.1,10,30.0,2023-04-05 06:08:02,2023-04-05 18:30:09,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-06,34.0,23.9,27.5,37.3,23.9,28.5,21.3,70.8,18.0,100.0,4.17,rain,0,0,36.4,12.1,116.9,1012.3,65.9,4.7,229.4,19.8,10,30.0,2023-04-06 06:07:16,2023-04-06 18:30:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-07,32.2,22.0,28.0,33.3,22.0,28.7,18.9,59.5,0.7,100.0,12.5,rain,0,0,32.4,16.6,98.8,1014.2,46.0,5.7,123.5,10.6,7,10.0,2023-04-07 06:06:30,2023-04-07 18:30:33,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-08,33.0,23.5,28.3,32.5,23.5,28.1,16.2,50.1,0.2,100.0,4.17,rain,0,0,25.9,17.3,73.3,1016.5,24.4,6.2,313.9,27.1,10,10.0,2023-04-08 06:05:44,2023-04-08 18:30:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-09,34.9,22.5,29.4,33.0,22.5,28.6,13.7,43.3,0.0,0.0,0.0,0,0,0,29.5,15.7,107.9,1016.6,21.3,6.1,321.7,27.8,10,10.0,2023-04-09 06:04:59,2023-04-09 18:30:57,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-10,35.1,22.5,29.3,33.1,22.5,28.4,11.8,37.0,0.0,0.0,0.0,0,0,0,25.6,15.1,105.0,1015.1,8.5,6.5,325.3,28.1,10,10.0,2023-04-10 06:04:14,2023-04-10 18:31:10,0.65,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-11,36.9,23.4,31.8,35.1,23.4,30.6,11.2,30.3,0.0,0.0,0.0,0,0,0,25.6,18.0,113.4,1012.8,16.0,13.3,325.2,28.2,10,10.0,2023-04-11 06:03:29,2023-04-11 18:31:22,0.68,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-12,38.2,25.1,32.8,37.0,25.1,31.6,11.3,28.6,0.0,0.0,0.0,0,0,0,22.3,14.4,123.9,1010.5,24.4,18.9,320.5,27.6,10,10.0,2023-04-12 06:02:45,2023-04-12 18:31:35,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43083099999,remote,43128099999"
hyderabad,2023-04-13,38.0,26.7,32.0,37.6,26.7,31.6,13.7,35.8,0.3,100.0,4.17,rain,0,0,46.4,19.5,186.3,1011.4,40.2,13.1,316.4,27.3,10,10.0,2023-04-13 06:02:02,2023-04-13 18:31:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-14,37.1,22.7,30.4,38.6,22.7,31.2,17.7,49.3,21.0,100.0,8.33,rain,0,0,40.7,27.4,301.3,1012.4,76.0,6.4,229.2,19.7,10,10.0,2023-04-14 06:01:18,2023-04-14 18:32:01,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,2023-04-15,37.4,23.7,30.7,35.9,23.7,30.0,12.9,36.8,0.1,100.0,4.17,rain,0,0,50.8,27.7,341.6,1010.8,69.5,17.7,306.8,26.4,10,10.0,2023-04-15 06:00:36,2023-04-15 18:32:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,remote,43128099999"
hyderabad,2023-04-16,38.1,25.7,32.1,37.1,25.7,31.3,12.6,33.1,0.0,0.0,0.0,0,0,0,15.8,13.0,346.2,1008.8,27.6,16.1,326.1,28.1,10,10.0,2023-04-16 05:59:53,2023-04-16 18:32:28,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-17,37.7,24.9,32.4,37.4,24.9,32.0,13.7,35.7,1.0,100.0,4.17,rain,0,0,28.8,18.4,81.1,1009.5,51.4,12.8,321.1,27.6,10,10.0,2023-04-17 05:59:11,2023-04-17 18:32:42,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-18,38.9,23.9,33.0,37.4,23.9,31.6,10.1,27.5,0.0,0.0,0.0,0,0,0,26.6,16.6,129.8,1010.5,31.4,13.3,326.1,28.2,10,10.0,2023-04-18 05:58:30,2023-04-18 18:32:56,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-19,38.3,25.9,32.8,36.6,25.9,31.6,11.0,28.8,0.0,0.0,0.0,0,0,0,20.2,11.2,99.3,1009.2,12.6,10.8,324.2,28.2,10,10.0,2023-04-19 05:57:49,2023-04-19 18:33:10,0.97,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-20,37.2,26.0,31.7,37.1,26.0,31.6,15.0,37.2,0.0,0.0,0.0,0,0,0,17.6,19.9,93.3,1007.5,25.1,6.7,313.5,27.0,10,10.0,2023-04-20 05:57:09,2023-04-20 18:33:24,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-21,35.1,22.0,29.5,35.3,22.0,29.3,15.1,43.3,0.1,100.0,4.17,rain,0,0,37.1,18.7,80.5,1007.7,36.3,9.4,301.8,26.2,10,10.0,2023-04-21 05:56:30,2023-04-21 18:33:39,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-22,36.0,22.0,28.8,36.5,22.0,29.2,17.5,53.7,1.0,100.0,4.17,rain,0,0,35.3,21.4,159.6,1008.1,53.5,5.4,249.3,21.5,10,10.0,2023-04-22 05:55:51,2023-04-22 18:33:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2023-04-23,36.8,23.5,29.1,37.0,23.5,29.4,17.8,55.4,0.0,0.0,0.0,0,0,0,37.1,30.6,138.1,1007.9,41.3,6.3,332.2,28.7,10,60.0,2023-04-23 05:55:12,2023-04-23 18:34:09,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,2023-04-24,34.9,23.7,28.9,36.9,23.7,29.7,19.2,58.1,0.1,100.0,4.17,rain,0,0,40.3,25.0,117.0,1009.2,33.6,10.5,251.4,21.9,10,30.0,2023-04-24 05:54:35,2023-04-24 18:34:25,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
hyderabad,2023-04-25,35.8,21.0,27.8,37.9,21.0,28.6,19.7,65.3,23.0,100.0,8.33,rain,0,0,46.4,23.6,133.6,1011.6,59.6,5.2,249.8,21.7,10,60.0,2023-04-25 05:53:58,2023-04-25 18:34:41,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,2023-04-26,32.9,21.0,26.6,35.2,21.0,27.5,19.6,68.5,8.1,100.0,8.33,rain,0,0,40.7,22.3,135.3,1011.9,57.0,4.9,285.6,24.6,10,30.0,2023-04-26 05:53:21,2023-04-26 18:34:57,0.2,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-27,31.3,23.0,27.8,33.2,23.0,28.9,19.6,61.9,0.2,100.0,4.17,rain,0,0,30.2,16.6,95.3,1011.8,39.2,5.7,213.3,18.5,10,30.0,2023-04-27 05:52:46,2023-04-27 18:35:13,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-28,34.2,24.0,28.6,34.2,24.0,29.4,19.4,60.2,0.0,0.0,0.0,0,0,0,29.2,14.4,77.1,1011.8,61.3,7.8,275.4,24.0,10,10.0,2023-04-28 05:52:11,2023-04-28 18:35:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,2023-04-29,31.9,20.0,26.2,32.9,20.0,26.8,20.0,70.4,57.0,100.0,4.17,rain,0,0,25.9,14.8,92.3,1011.9,57.3,5.3,132.9,11.6,8,10.0,2023-04-29 05:51:36,2023-04-29 18:35:46,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-04-30,33.8,20.0,26.4,34.2,20.0,27.3,20.4,71.4,34.0,100.0,4.17,rain,0,0,46.4,25.9,151.8,1009.5,63.2,8.1,285.7,24.7,10,10.0,2023-04-30 05:51:03,2023-04-30 18:36:03,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,2023-05-01,29.3,21.0,24.1,31.5,21.0,24.5,20.7,82.4,33.0,100.0,8.33,rain,0,0,37.1,23.3,106.0,1010.2,67.3,4.9,205.5,17.8,10,10.0,2023-05-01 05:50:30,2023-05-01 18:36:21,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-05-02,30.3,22.0,25.6,32.7,22.0,26.3,21.1,77.8,1.4,100.0,20.83,rain,0,0,38.5,22.3,136.1,1010.7,65.2,6.0,260.2,22.4,10,10.0,2023-05-02 05:49:59,2023-05-02 18:36:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
