name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
hyderabad,2021-11-05,28.9,21.0,24.1,30.6,21.0,24.3,20.7,81.8,0.0,0.0,0.0,0,0,0,31.7,13.0,100.7,1014.0,61.3,5.2,178.7,15.3,6,0.0,2021-11-05 06:16:14,2021-11-05 17:42:57,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-06,28.5,21.0,24.1,29.1,21.0,24.4,19.1,75.5,0.0,0.0,0.0,0,0,0,22.7,13.0,80.6,1013.0,53.3,4.9,220.2,19.2,8,0.0,2021-11-06 06:16:41,2021-11-06 17:42:35,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-07,27.1,19.0,22.8,27.5,19.0,22.8,16.6,69.2,0.0,0.0,0.0,0,0,0,30.6,11.2,75.5,1013.0,44.4,5.2,226.0,19.7,8,0.0,2021-11-07 06:17:08,2021-11-07 17:42:14,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-08,28.3,17.2,22.4,27.9,17.2,22.4,14.8,64.0,0.0,0.0,0.0,0,0,0,27.4,11.2,63.2,1014.1,36.5,5.7,229.5,19.8,8,0.0,2021-11-08 06:17:35,2021-11-08 17:41:54,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-09,26.3,16.2,21.9,26.3,16.2,21.9,13.9,62.7,0.0,0.0,0.0,0,0,0,32.0,14.9,60.1,1014.7,59.5,5.0,235.5,20.3,8,0.0,2021-11-09 06:18:03,2021-11-09 17:41:36,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-10,28.5,17.9,23.4,27.8,17.9,23.3,13.7,57.4,0.0,0.0,0.0,0,0,0,31.3,9.9,46.6,1013.6,43.1,4.5,222.7,19.2,8,0.0,2021-11-10 06:18:32,2021-11-10 17:41:19,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-11,28.1,20.2,23.8,28.2,20.2,23.8,14.8,57.3,1.0,100.0,4.17,rain,0,0,34.2,11.2,38.8,1011.6,65.0,4.7,73.9,6.5,3,0.0,2021-11-11 06:19:01,2021-11-11 17:41:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-12,26.0,21.2,24.0,26.0,21.2,24.0,19.3,75.8,1.0,100.0,12.5,rain,0,0,28.4,16.6,47.5,1011.5,88.2,4.2,38.0,3.2,1,0.0,2021-11-12 06:19:31,2021-11-12 17:40:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-13,27.7,22.0,24.0,30.3,22.0,24.3,21.8,87.8,0.4,100.0,4.17,rain,0,0,27.7,13.0,83.7,1011.9,73.7,4.7,120.4,10.4,5,0.0,2021-11-13 06:20:01,2021-11-13 17:40:34,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-14,28.6,22.0,24.6,31.3,22.0,25.1,21.8,84.9,0.0,0.0,0.0,0,0,0,29.5,11.2,96.8,1012.1,67.7,4.6,138.8,11.9,5,0.0,2021-11-14 06:20:32,2021-11-14 17:40:22,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-15,28.0,22.0,24.7,30.6,22.0,25.1,21.8,84.2,0.2,100.0,4.17,rain,0,0,27.0,10.5,94.9,1010.8,68.0,4.8,147.8,12.7,6,0.0,2021-11-15 06:21:03,2021-11-15 17:40:11,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-16,27.0,22.1,24.0,29.1,22.1,24.1,21.9,88.1,0.2,100.0,4.17,rain,0,0,39.6,13.0,100.8,1011.3,76.6,4.7,128.2,11.0,6,0.0,2021-11-16 06:21:35,2021-11-16 17:40:01,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-17,27.5,22.0,24.1,30.4,22.0,24.3,21.9,88.0,0.1,100.0,4.17,rain,0,0,36.4,18.4,107.8,1013.2,68.1,5.0,131.2,11.3,5,0.0,2021-11-17 06:22:07,2021-11-17 17:39:52,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2021-11-18,26.7,22.0,23.7,28.7,22.0,23.8,21.9,89.9,0.3,100.0,4.17,rain,0,0,22.3,7.9,85.3,1012.1,84.4,3.8,78.1,6.7,3,0.0,2021-11-18 06:22:39,2021-11-18 17:39:45,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-19,25.8,21.2,23.2,25.8,21.2,23.2,21.7,91.7,0.1,100.0,4.17,rain,0,0,35.3,18.4,80.4,1009.7,91.5,4.4,78.1,6.7,5,0.0,2021-11-19 06:23:12,2021-11-19 17:39:39,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-20,24.9,21.1,22.4,24.9,21.1,22.4,21.5,95.0,2.0,100.0,4.17,rain,0,0,40.7,16.6,98.0,1010.0,89.5,4.2,121.8,10.7,4,0.0,2021-11-20 06:23:46,2021-11-20 17:39:34,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-21,25.0,21.2,22.7,25.0,21.2,22.7,21.6,93.7,3.8,100.0,8.33,rain,0,0,39.2,14.8,105.2,1012.8,90.7,4.2,117.8,10.1,5,0.0,2021-11-21 06:24:19,2021-11-21 17:39:30,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-22,28.1,21.2,24.5,30.8,21.2,25.1,21.8,85.6,0.0,0.0,0.0,0,0,0,20.9,9.4,99.8,1014.3,60.7,4.8,136.8,11.8,5,0.0,2021-11-22 06:24:53,2021-11-22 17:39:28,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-23,30.1,22.0,25.3,35.1,22.0,26.4,21.8,82.1,0.3,100.0,4.17,rain,0,0,18.4,10.8,105.4,1013.6,51.8,5.2,173.7,14.9,6,0.0,2021-11-23 06:25:28,2021-11-23 17:39:27,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-24,29.2,22.0,25.3,31.6,22.0,26.1,21.6,80.9,0.2,100.0,4.17,rain,0,0,27.0,11.2,80.6,1014.2,59.5,5.1,179.2,15.6,7,0.0,2021-11-24 06:26:02,2021-11-24 17:39:27,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,2021-11-25,29.4,20.2,24.5,30.0,20.2,24.8,18.8,72.7,0.0,0.0,0.0,0,0,0,24.5,11.5,70.9,1015.1,51.1,5.3,208.5,18.1,8,0.0,2021-11-25 06:26:37,2021-11-25 17:39:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-26,29.2,17.3,23.2,28.8,17.3,23.3,16.7,69.2,0.0,0.0,0.0,0,0,0,25.6,9.7,77.4,1015.3,37.5,5.6,224.1,19.4,8,0.0,2021-11-26 06:27:13,2021-11-26 17:39:31,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-27,27.1,16.3,22.1,27.6,16.3,22.2,16.5,72.2,0.0,0.0,0.0,0,0,0,31.7,9.7,83.1,1015.6,56.8,4.8,194.4,16.8,7,0.0,2021-11-27 06:27:48,2021-11-27 17:39:35,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-28,28.0,19.3,23.0,29.7,19.3,23.1,17.3,71.0,0.0,0.0,0.0,0,0,0,31.0,14.8,70.7,1016.6,64.5,4.7,166.7,14.4,7,0.0,2021-11-28 06:28:24,2021-11-28 17:39:40,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-29,24.1,20.1,22.3,24.1,20.1,22.3,18.6,80.2,0.0,0.0,0.0,0,0,0,24.5,11.5,87.4,1017.0,82.5,3.6,62.9,5.6,2,0.0,2021-11-29 06:28:59,2021-11-29 17:39:47,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-11-30,27.2,18.1,23.3,28.2,18.1,23.4,17.6,71.6,0.0,0.0,0.0,0,0,0,27.4,9.4,80.7,1016.5,68.1,5.1,172.4,14.9,6,0.0,2021-11-30 06:29:35,2021-11-30 17:39:55,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-01,28.5,19.0,23.1,29.2,19.0,23.2,18.5,76.6,0.0,0.0,0.0,0,0,0,26.3,14.8,113.8,1015.1,54.1,4.7,154.0,13.4,6,0.0,2021-12-01 06:30:11,2021-12-01 17:40:03,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-02,27.9,19.1,23.2,29.1,19.1,23.4,18.6,76.8,0.0,0.0,0.0,0,0,0,32.0,18.4,122.2,1014.6,46.2,4.3,181.1,15.6,7,0.0,2021-12-02 06:30:47,2021-12-02 17:40:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-03,27.7,18.0,23.2,28.7,18.0,23.3,18.3,74.7,0.0,0.0,0.0,0,0,0,23.0,13.0,86.0,1014.9,47.8,4.3,188.8,16.4,7,0.0,2021-12-03 06:31:23,2021-12-03 17:40:25,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-04,29.7,18.2,23.5,29.2,18.2,23.5,15.5,62.7,0.0,0.0,0.0,0,0,0,27.4,9.4,8.7,1014.7,33.2,5.2,201.3,17.4,8,0.0,2021-12-04 06:31:59,2021-12-04 17:40:37,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-05,30.0,18.2,23.9,29.3,18.2,23.9,15.4,60.6,0.0,0.0,0.0,0,0,0,25.2,9.4,13.3,1014.5,26.7,5.3,212.3,18.4,8,0.0,2021-12-05 06:32:35,2021-12-05 17:40:51,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-06,30.6,17.4,23.8,29.7,17.4,23.7,15.3,61.7,0.0,0.0,0.0,0,0,0,27.0,9.4,28.9,1014.7,27.5,5.5,214.6,18.5,8,0.0,2021-12-06 06:33:11,2021-12-06 17:41:06,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-07,28.8,19.2,23.9,28.6,19.2,23.9,16.8,66.0,0.0,0.0,0.0,0,0,0,31.7,11.2,65.6,1015.8,39.7,5.7,203.0,17.6,7,0.0,2021-12-07 06:33:47,2021-12-07 17:41:22,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-08,27.4,18.2,23.0,28.1,18.2,23.1,17.9,74.1,0.0,0.0,0.0,0,0,0,26.3,7.6,85.4,1016.2,44.0,5.5,196.6,16.9,7,0.0,2021-12-08 06:34:23,2021-12-08 17:41:39,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-09,27.9,20.0,23.7,28.7,20.0,23.9,18.4,73.7,0.0,0.0,0.0,0,0,0,28.8,11.2,89.4,1017.7,66.0,5.3,144.3,12.6,6,0.0,2021-12-09 06:34:58,2021-12-09 17:41:57,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-10,25.2,20.0,22.7,25.2,20.0,22.7,19.6,82.9,0.0,0.0,0.0,0,0,0,27.7,14.8,87.2,1018.5,86.9,4.0,132.1,11.5,5,0.0,2021-12-10 06:35:33,2021-12-10 17:42:16,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-11,27.2,21.0,23.5,27.6,21.0,23.6,18.3,74.2,0.0,0.0,0.0,0,0,0,30.2,16.6,77.8,1018.1,54.5,5.2,170.5,14.4,6,0.0,2021-12-11 06:36:08,2021-12-11 17:42:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-12,27.7,18.0,22.9,27.9,18.0,22.9,16.0,66.4,0.0,0.0,0.0,0,0,0,30.6,14.6,72.0,1018.4,42.9,5.8,206.7,17.9,8,0.0,2021-12-12 06:36:43,2021-12-12 17:42:57,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-13,26.7,19.0,22.2,27.6,19.0,22.3,17.1,73.4,0.0,0.0,0.0,0,0,0,24.1,14.8,73.7,1017.6,55.7,4.6,171.1,14.7,6,0.0,2021-12-13 06:37:17,2021-12-13 17:43:20,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-14,25.8,19.0,21.7,25.8,19.0,21.7,17.6,78.6,0.0,0.0,0.0,0,0,0,24.8,11.2,93.9,1016.8,65.0,4.0,150.4,12.9,6,0.0,2021-12-14 06:37:52,2021-12-14 17:43:43,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-15,26.0,15.3,20.9,26.0,15.3,20.9,14.2,67.4,0.0,0.0,0.0,0,0,0,25.6,11.2,72.7,1017.2,43.0,4.9,187.1,16.1,7,0.0,2021-12-15 06:38:25,2021-12-15 17:44:07,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-16,27.1,13.5,20.3,26.8,13.5,20.3,11.4,59.0,0.0,0.0,0.0,0,0,0,27.4,11.8,71.9,1018.0,32.9,5.6,217.7,18.9,8,0.0,2021-12-16 06:38:58,2021-12-16 17:44:32,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-17,26.5,13.4,20.0,26.5,13.4,20.0,10.6,57.2,0.0,0.0,0.0,0,0,0,23.8,9.4,38.2,1018.6,24.2,5.1,220.7,19.0,8,0.0,2021-12-17 06:39:31,2021-12-17 17:44:58,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-18,26.3,12.3,20.0,26.3,12.3,20.0,10.3,56.6,0.0,0.0,0.0,0,0,0,29.5,14.8,48.3,1017.9,13.5,5.6,222.0,19.2,8,0.0,2021-12-18 06:40:03,2021-12-18 17:45:25,0.47,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-19,25.7,13.0,19.5,25.7,13.0,19.5,12.6,66.6,0.0,0.0,0.0,0,0,0,29.5,9.4,78.0,1018.8,8.2,4.7,217.0,18.7,8,0.0,2021-12-19 06:40:35,2021-12-19 17:45:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-20,25.2,13.3,19.3,25.2,13.3,19.3,11.5,62.5,0.0,0.0,0.0,0,0,0,22.7,11.2,75.5,1018.7,6.0,5.0,217.7,18.9,8,0.0,2021-12-20 06:41:06,2021-12-20 17:46:21,0.54,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-21,27.3,11.6,19.2,26.5,11.6,19.1,8.9,55.5,0.0,0.0,0.0,0,0,0,22.0,9.4,22.9,1018.1,7.1,5.1,220.5,19.1,8,0.0,2021-12-21 06:41:37,2021-12-21 17:46:51,0.57,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-22,29.5,11.6,19.4,27.9,11.6,19.3,7.7,51.0,0.0,0.0,0.0,0,0,0,20.2,9.4,70.8,1016.5,6.0,5.2,220.4,19.1,8,0.0,2021-12-22 06:42:06,2021-12-22 17:47:21,0.61,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-23,29.1,12.0,20.7,27.9,12.0,20.4,9.7,52.8,0.0,0.0,0.0,0,0,0,18.4,11.2,118.2,1015.8,1.1,5.2,218.3,18.9,8,0.0,2021-12-23 06:42:36,2021-12-23 17:47:51,0.64,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-24,30.2,13.4,21.9,29.2,13.4,21.8,12.7,58.8,0.0,0.0,0.0,0,0,0,24.5,7.6,143.1,1015.4,1.2,5.1,215.9,18.7,8,0.0,2021-12-24 06:43:04,2021-12-24 17:48:23,0.67,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-25,29.0,15.2,21.9,28.9,15.2,21.9,15.1,67.6,0.0,0.0,0.0,0,0,0,25.2,9.5,232.3,1015.8,0.2,5.0,214.9,18.6,8,0.0,2021-12-25 06:43:32,2021-12-25 17:48:55,0.71,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-26,28.9,17.0,22.3,29.4,17.0,22.5,17.8,77.7,0.0,0.0,0.0,0,0,0,25.6,7.9,125.3,1017.1,8.0,4.4,207.0,17.8,8,0.0,2021-12-26 06:43:59,2021-12-26 17:49:27,0.74,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-27,27.5,17.1,21.9,27.9,17.1,22.0,17.8,79.2,0.0,0.0,0.0,0,0,0,31.7,10.1,121.1,1018.2,11.7,3.9,179.5,15.4,7,0.0,2021-12-27 06:44:25,2021-12-27 17:50:00,0.75,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-28,27.4,17.0,22.1,27.7,17.0,22.2,16.3,71.7,0.0,0.0,0.0,0,0,0,32.0,13.0,139.6,1017.1,6.4,5.0,211.9,18.2,8,0.0,2021-12-28 06:44:50,2021-12-28 17:50:34,0.81,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-29,27.1,17.0,21.7,27.5,17.0,21.7,16.5,74.2,0.0,0.0,0.0,0,0,0,30.6,13.0,139.2,1016.7,19.2,5.0,198.5,17.1,8,0.0,2021-12-29 06:45:14,2021-12-29 17:51:08,0.85,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-30,25.9,17.0,20.9,25.9,17.0,20.9,16.4,77.2,0.0,0.0,0.0,0,0,0,32.0,16.6,105.5,1018.9,36.1,4.8,153.6,13.3,6,0.0,2021-12-30 06:45:38,2021-12-30 17:51:43,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2021-12-31,26.0,17.1,21.5,26.0,17.1,21.5,17.2,77.8,0.0,0.0,0.0,0,0,0,42.5,18.4,101.8,1020.2,43.6,4.1,199.3,17.3,8,0.0,2021-12-31 06:46:01,2021-12-31 17:52:18,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2022-01-01,25.6,17.0,21.0,25.6,17.0,21.0,17.2,79.8,0.0,0.0,0.0,0,0,0,26.6,14.8,83.9,1020.3,36.3,4.4,184.5,15.9,8,0.0,2022-01-01 06:46:22,2022-01-01 17:52:54,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-02,26.0,17.9,21.1,26.0,17.9,21.1,16.8,78.1,0.0,0.0,0.0,0,0,0,24.5,11.2,100.9,1018.8,46.2,4.5,177.4,15.2,7,0.0,2022-01-02 06:46:43,2022-01-02 17:53:29,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-03,26.0,15.3,20.9,26.0,15.3,20.9,15.5,72.8,0.0,0.0,0.0,0,0,0,24.1,10.3,95.7,1017.8,31.1,5.1,219.1,18.9,8,0.0,2022-01-03 06:47:02,2022-01-03 17:54:06,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-04,26.9,14.3,20.9,27.2,14.3,20.9,15.0,71.0,0.0,0.0,0.0,0,0,0,26.3,13.9,83.6,1017.9,6.6,5.1,221.5,19.2,8,0.0,2022-01-04 06:47:21,2022-01-04 17:54:42,0.05,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-05,27.4,16.0,21.1,27.5,16.0,21.1,14.9,69.6,0.0,0.0,0.0,0,0,0,22.7,16.6,129.2,1017.5,14.5,5.3,213.8,18.6,8,0.0,2022-01-05 06:47:39,2022-01-05 17:55:19,0.08,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-06,26.3,16.5,21.1,26.3,16.5,21.1,15.4,71.5,0.0,0.0,0.0,0,0,0,33.5,14.8,120.3,1016.5,17.8,5.0,221.9,19.3,8,0.0,2022-01-06 06:47:55,2022-01-06 17:55:56,0.11,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-07,26.0,17.0,21.3,26.0,17.0,21.3,16.2,74.6,0.0,0.0,0.0,0,0,0,31.7,19.4,126.9,1016.6,37.1,4.9,210.0,18.2,8,0.0,2022-01-07 06:48:11,2022-01-07 17:56:33,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-08,26.9,18.1,22.1,28.0,18.1,22.1,18.7,82.0,0.0,0.0,0.0,0,0,0,37.8,21.4,122.3,1016.8,52.1,5.0,159.7,13.7,7,0.0,2022-01-08 06:48:25,2022-01-08 17:57:10,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-09,27.9,18.0,22.3,29.2,18.0,22.4,18.5,79.9,0.0,0.0,0.0,0,0,0,31.7,14.8,134.6,1015.0,53.2,5.0,156.2,13.6,6,0.0,2022-01-09 06:48:38,2022-01-09 17:57:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-10,27.7,19.0,23.0,28.7,19.0,23.3,18.8,78.5,0.4,100.0,4.17,rain,0,0,29.2,14.8,148.7,1014.8,59.2,4.5,138.9,12.2,5,10.0,2022-01-10 06:48:50,2022-01-10 17:58:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-11,28.0,19.1,23.4,28.8,19.1,23.6,18.3,74.6,0.0,0.0,0.0,rain,0,0,36.0,16.6,149.4,1014.5,60.9,5.2,173.9,14.9,8,10.0,2022-01-11 06:49:01,2022-01-11 17:59:02,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-12,28.9,19.1,22.2,29.6,19.1,22.3,18.9,83.1,1.2,100.0,12.5,rain,0,0,23.8,11.2,114.4,1014.4,65.7,4.8,175.3,15.1,8,10.0,2022-01-12 06:49:11,2022-01-12 17:59:39,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-13,25.0,19.0,21.3,25.0,19.0,21.3,19.3,89.0,2.0,100.0,4.17,rain,0,0,33.8,14.8,88.6,1014.1,68.2,4.1,143.6,12.3,7,10.0,2022-01-13 06:49:20,2022-01-13 18:00:16,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-14,28.9,19.1,23.1,29.0,19.1,23.1,17.6,74.1,0.5,100.0,8.33,rain,0,0,30.2,15.7,146.1,1013.9,53.7,5.0,197.3,17.0,8,10.0,2022-01-14 06:49:27,2022-01-14 18:00:54,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-15,27.5,19.0,22.5,27.8,19.0,22.6,18.3,79.2,1.0,100.0,4.17,rain,0,0,24.5,15.7,98.3,1015.4,59.8,4.7,196.6,17.0,8,10.0,2022-01-15 06:49:33,2022-01-15 18:01:31,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43128599999,VOHS,43128099999"
hyderabad,2022-01-16,22.9,17.3,20.1,22.9,17.3,20.1,18.5,90.6,0.5,100.0,12.5,rain,0,0,27.4,18.4,77.9,1017.9,77.7,3.8,195.0,16.8,8,10.0,2022-01-16 06:49:38,2022-01-16 18:02:08,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43128599999,VOHS,43128099999"
